9
service_0,12365,3,3
service_1,2591,12,14
service_2,758,67,4
service_3,148,1,59
service_4,364,4,1
service_5,3566,13,15
service_6,216,7,1
service_7,15,4,4
service_8,346,106,6
service_9,69,4,1
service_10,21675,2,3
service_11,24313,6,3
service_12,922,124,5
service_13,192,5,1
service_14,73,8,1
service_15,15686,107,49
service_16,27,4,1
service_17,565,85,6
service_18,480,7,1
service_19,1,6,2
service_20,291,3,1
service_21,3626,14,21
service_22,12468,4,2
service_23,8,6,2
service_24,11,5,1
service_25,466,5,4
service_26,28,3,1
service_27,954,110,2
service_28,1872,12,13
service_29,639,105,5
service_30,16,3,2
service_31,311,2,40
service_32,1668,14,13
service_33,19913,102,40
service_34,14049,110,74
service_35,256,2,39
service_36,4,1,2
service_37,243,7,1
service_38,1081,13,19
service_39,2832,8,19
service_40,907,108,1
service_41,71,87,2
service_42,404,3,37
service_43,20391,3,2
service_44,763,13,16
service_45,1,5,4
service_46,2495,12,15
service_47,9591,116,31
service_48,11,2,1
service_49,21477,3,2
service_50,14,3,1
service_51,470,2,51
service_52,5514,66,69
service_53,377,5,1
service_54,390,4,60
service_55,199,1,1
service_56,172,6,1
service_57,363,6,1
service_58,737,98,5
service_59,18008,3,2
service_60,860,14,5
service_61,883,79,1
service_62,1438,11,13
service_63,2529,9,14
service_64,22761,1,1
service_65,371,1,6
service_66,892,74,2
service_67,21,3,1
service_68,457,15,6
service_69,22223,1,1
service_70,493,4,10
service_71,13444,1,3
service_72,796,9,14
service_73,8156,110,42
service_74,20,6,2
service_75,10,6,1
service_76,6,5,1
service_77,580,7,8
service_78,3220,11,23
service_79,477,7,6
service_80,775,94,2
service_81,326,5,1
service_82,15495,86,43
service_83,129,6,1
service_84,5114,82,48
service_85,1264,8,13
service_86,12,6,1
service_87,41,8,1
service_88,726,13,16
service_89,715,73,5
service_90,327,8,52
service_91,12,4,3
service_92,11,5,2
service_93,19621,2,1
service_94,420,124,4
service_95,946,116,4
service_96,15,2,2
service_97,215,1,1
service_98,391,84,4
service_99,15,120,6
service_100,1618,10,15
service_101,416,10,11
service_102,2109,13,15
service_103,255,4,2
service_104,563,5,44
service_105,17971,5,3
service_106,14,4,2
service_107,22,1,3
service_108,468,9,15
service_109,20,3,2
service_110,18499,4,1
service_111,252,1,1
service_112,2386,12,22
service_113,314,2,1
service_114,9618,93,76
service_115,827,81,3
service_116,3,1,4
service_117,428,96,2
service_118,705,94,3
service_119,26,3,3
service_120,716,89,2
service_121,801,94,6
service_122,23325,2,2
service_123,29,1,3
service_124,19429,62,54
service_125,3554,13,13
service_126,13043,109,68
service_127,69,8,54
service_128,22964,3,3
service_129,2490,8,19
service_130,13659,6,1
service_131,365,126,5
service_132,2117,13,19
service_133,620,90,6
service_134,19790,5,1
service_135,63,4,63
service_136,9627,81,80
service_137,217,1,1
service_138,210,3,48
service_139,15,6,6
service_140,41,6,1
service_141,2829,14,20
service_142,3432,15,24
service_143,111,100,4
service_144,203,8,48
service_145,3402,10,17
service_146,64,1,3
service_147,12816,97,39
service_148,852,113,5
service_149,322,4,6
service_150,406,87,3
service_151,330,3,3
service_152,262,1,6
service_153,3034,9,13
service_154,1620,9,20
service_155,3923,11,13
service_156,996,110,3
service_157,822,9,16
service_158,904,10,12
service_159,269,4,6
service_160,356,3,1
service_161,17348,2,1
service_162,233,4,33
service_163,5396,56,71
service_164,17842,1,1
service_165,22427,2,1
service_166,3050,13,17
service_167,388,7,1
service_168,17542,87,61
service_169,343,6,6
service_170,282,2,1
service_171,19661,1,1
service_172,19547,4,1
service_173,719,75,5
service_174,522,86,4
service_175,12494,5,1
service_176,273,6,62
service_177,82,4,1
service_178,201,106,3
service_179,62,5,1
service_180,229,5,6
service_181,17615,101,43
service_182,1461,8,18
service_183,610,7,16
service_184,220,5,53
service_185,2,6,2
service_186,223,1,49
service_187,111,2,3
service_188,18185,6,2
service_189,469,115,5
service_190,3013,15,20
service_191,255,2,36
service_192,16,5,1
service_193,141,1,3
service_194,13,6,2
service_195,454,9,7
service_196,16933,6,2
service_197,686,10,14
service_198,153,1,1
service_199,146,5,59
service_200,11971,6,3
