9
service_0_0,3,2,2
service_0_1,3,2,2
service_0_2,3,2,2
service_0_3,3,2,2
service_1_0,407,3,1
service_1_1,407,3,1
service_1_2,407,3,1
service_1_3,407,3,1
service_1_4,407,3,1
service_1_5,407,3,1
service_1_6,407,3,1
service_1_7,407,3,1
service_1_8,407,3,1
service_1_9,407,3,1
service_1_10,407,3,1
service_1_11,407,3,1
service_1_12,407,3,1
service_1_13,407,3,1
service_1_14,407,3,1
service_1_15,407,3,1
service_1_16,407,3,1
service_1_17,407,3,1
service_1_18,407,3,1
service_1_19,407,3,1
service_1_20,407,3,1
service_1_21,407,3,1
service_2_0,136,5,1
service_2_1,136,5,1
service_2_2,136,5,1
service_2_3,136,5,1
service_2_4,136,5,1
service_2_5,136,5,1
service_2_6,136,5,1
service_2_7,136,5,1
service_2_8,136,5,1
service_2_9,136,5,1
service_2_10,136,5,1
service_2_11,136,5,1
service_2_12,136,5,1
service_3_0,689,98,5
service_4_0,111,94,4
service_5_0,10374,128,44
service_6_0,844,4,3
service_6_1,844,4,3
service_6_2,844,4,3
service_7_0,543,4,4
service_7_1,543,4,4
service_7_2,543,4,4
service_7_3,543,4,4
service_7_4,543,4,4
service_7_5,543,4,4
service_7_6,543,4,4
service_7_7,543,4,4
service_7_8,543,4,4
service_7_9,543,4,4
service_7_10,543,4,4
service_7_11,543,4,4
service_7_12,543,4,4
service_7_13,543,4,4
service_8_0,4,1,2
service_9_0,2591,15,17
service_9_1,2591,15,17
service_9_2,2591,15,17
service_9_3,2591,15,17
service_9_4,2591,15,17
service_9_5,2591,15,17
service_9_6,2591,15,17
service_9_7,2591,15,17
service_9_8,2591,15,17
service_9_9,2591,15,17
service_9_10,2591,15,17
service_9_11,2591,15,17
service_9_12,2591,15,17
service_9_13,2591,15,17
service_9_14,2591,15,17
service_9_15,2591,15,17
service_9_16,2591,15,17
service_9_17,2591,15,17
service_10_0,14,2,2
service_10_1,14,2,2
service_10_2,14,2,2
service_10_3,14,2,2
service_10_4,14,2,2
service_10_5,14,2,2
service_10_6,14,2,2
service_10_7,14,2,2
service_10_8,14,2,2
service_10_9,14,2,2
service_10_10,14,2,2
service_10_11,14,2,2
service_10_12,14,2,2
service_10_13,14,2,2
service_10_14,14,2,2
service_10_15,14,2,2
service_10_16,14,2,2
service_10_17,14,2,2
service_10_18,14,2,2
service_10_19,14,2,2
service_10_20,14,2,2
service_10_21,14,2,2
service_10_22,14,2,2
service_10_23,14,2,2
service_11_0,20,4,3
service_11_1,20,4,3
service_11_2,20,4,3
service_11_3,20,4,3
service_12_0,223,121,4
service_13_0,102,112,5
service_13_1,102,112,5
service_13_2,102,112,5
service_13_3,102,112,5
service_13_4,102,112,5
service_13_5,102,112,5
service_13_6,102,112,5
service_13_7,102,112,5
service_14_0,63,115,3
service_14_1,63,115,3
service_14_2,63,115,3
service_14_3,63,115,3
service_14_4,63,115,3
service_14_5,63,115,3
service_14_6,63,115,3
service_14_7,63,115,3
service_14_8,63,115,3
service_14_9,63,115,3
service_14_10,63,115,3
service_14_11,63,115,3
service_14_12,63,115,3
service_14_13,63,115,3
service_14_14,63,115,3
service_14_15,63,115,3
service_14_16,63,115,3
service_14_17,63,115,3
service_14_18,63,115,3
service_14_19,63,115,3
service_14_20,63,115,3
service_15_0,865,5,14
service_16_0,26,3,2
service_17_0,211,1,1
service_17_1,211,1,1
service_17_2,211,1,1
service_17_3,211,1,1
service_17_4,211,1,1
service_18_0,13766,2,3
service_18_1,13766,2,3
service_18_2,13766,2,3
service_18_3,13766,2,3
service_18_4,13766,2,3
service_18_5,13766,2,3
service_18_6,13766,2,3
service_19_0,149,3,64
service_20_0,1450,8,14
service_21_0,809,95,5
service_22_0,90,3,1
service_23_0,270,2,1
service_24_0,25,3,1
service_25_0,8629,128,32
service_26_0,534,3,4
service_26_1,534,3,4
service_26_2,534,3,4
service_26_3,534,3,4
service_26_4,534,3,4
service_26_5,534,3,4
service_26_6,534,3,4
service_26_7,534,3,4
service_26_8,534,3,4
service_26_9,534,3,4
service_26_10,534,3,4
service_26_11,534,3,4
service_26_12,534,3,4
service_26_13,534,3,4
service_26_14,534,3,4
service_26_15,534,3,4
service_26_16,534,3,4
service_26_17,534,3,4
service_26_18,534,3,4
service_26_19,534,3,4
service_26_20,534,3,4
service_26_21,534,3,4
service_26_22,534,3,4
service_26_23,534,3,4
service_26_24,534,3,4
service_26_25,534,3,4
service_27_0,246,4,4
service_28_0,23,4,1
service_28_1,23,4,1
service_28_2,23,4,1
service_28_3,23,4,1
service_29_0,623,83,1
service_29_1,623,83,1
service_29_2,623,83,1
service_30_0,600,6,54
service_31_0,10,4,2
service_31_1,10,4,2
service_31_2,10,4,2
service_31_3,10,4,2
service_31_4,10,4,2
service_31_5,10,4,2
service_31_6,10,4,2
service_31_7,10,4,2
service_31_8,10,4,2
service_31_9,10,4,2
service_31_10,10,4,2
service_31_11,10,4,2
service_31_12,10,4,2
service_31_13,10,4,2
service_31_14,10,4,2
service_31_15,10,4,2
service_31_16,10,4,2
service_31_17,10,4,2
service_31_18,10,4,2
service_31_19,10,4,2
service_32_0,964,15,7
service_33_0,29,2,4
service_34_0,13,4,1
service_35_0,161,5,1
service_36_0,946,4,1
service_36_1,946,4,1
service_36_2,946,4,1
service_36_3,946,4,1
service_36_4,946,4,1
service_37_0,495,10,5
service_38_0,832,81,5
service_38_1,832,81,5
service_38_2,832,81,5
service_38_3,832,81,5
service_38_4,832,81,5
service_38_5,832,81,5
service_38_6,832,81,5
service_38_7,832,81,5
service_38_8,832,81,5
service_38_9,832,81,5
service_38_10,832,81,5
service_38_11,832,81,5
service_38_12,832,81,5
service_38_13,832,81,5
service_38_14,832,81,5
service_38_15,832,81,5
service_38_16,832,81,5
service_38_17,832,81,5
service_38_18,832,81,5
service_38_19,832,81,5
service_38_20,832,81,5
service_38_21,832,81,5
service_38_22,832,81,5
service_38_23,832,81,5
service_39_0,14202,92,72
service_40_0,182,7,1
service_41_0,320,3,1
service_41_1,320,3,1
service_41_2,320,3,1
service_41_3,320,3,1
service_41_4,320,3,1
service_41_5,320,3,1
service_41_6,320,3,1
service_41_7,320,3,1
service_41_8,320,3,1
service_41_9,320,3,1
service_42_0,8070,6,2
service_42_1,8070,6,2
service_42_2,8070,6,2
service_42_3,8070,6,2
service_42_4,8070,6,2
service_42_5,8070,6,2
service_42_6,8070,6,2
service_42_7,8070,6,2
service_42_8,8070,6,2
service_42_9,8070,6,2
service_42_10,8070,6,2
service_42_11,8070,6,2
service_42_12,8070,6,2
service_42_13,8070,6,2
service_42_14,8070,6,2
service_42_15,8070,6,2
service_42_16,8070,6,2
service_43_0,758,12,9
service_44_0,588,4,57
service_45_0,629,1,2
service_45_1,629,1,2
service_45_2,629,1,2
service_45_3,629,1,2
service_45_4,629,1,2
service_45_5,629,1,2
service_45_6,629,1,2
service_45_7,629,1,2
service_45_8,629,1,2
service_45_9,629,1,2
service_45_10,629,1,2
service_45_11,629,1,2
service_45_12,629,1,2
service_45_13,629,1,2
service_45_14,629,1,2
service_45_15,629,1,2
service_45_16,629,1,2
service_45_17,629,1,2
service_46_0,2119,12,17
service_47_0,93,2,5
service_48_0,545,15,14
service_48_1,545,15,14
service_48_2,545,15,14
service_48_3,545,15,14
service_48_4,545,15,14
service_48_5,545,15,14
service_48_6,545,15,14
service_48_7,545,15,14
service_48_8,545,15,14
service_48_9,545,15,14
service_48_10,545,15,14
service_48_11,545,15,14
service_48_12,545,15,14
service_49_0,943,7,10
service_50_0,11,2,3
service_51_0,796,75,1
service_52_0,3530,8,22
service_53_0,454,7,61
service_54_0,140,4,1
service_54_1,140,4,1
service_54_2,140,4,1
service_54_3,140,4,1
service_54_4,140,4,1
service_54_5,140,4,1
service_54_6,140,4,1
service_54_7,140,4,1
service_54_8,140,4,1
service_54_9,140,4,1
service_54_10,140,4,1
service_54_11,140,4,1
service_54_12,140,4,1
service_54_13,140,4,1
service_54_14,140,4,1
service_55_0,57,5,1
service_56_0,47,4,55
service_56_1,47,4,55
service_56_2,47,4,55
service_56_3,47,4,55
service_56_4,47,4,55
service_56_5,47,4,55
service_56_6,47,4,55
service_56_7,47,4,55
service_56_8,47,4,55
service_56_9,47,4,55
service_56_10,47,4,55
service_56_11,47,4,55
service_56_12,47,4,55
service_56_13,47,4,55
service_56_14,47,4,55
service_56_15,47,4,55
service_56_16,47,4,55
service_56_17,47,4,55
service_56_18,47,4,55
service_56_19,47,4,55
service_56_20,47,4,55
service_56_21,47,4,55
service_57_0,4,2,3
service_57_1,4,2,3
service_57_2,4,2,3
service_57_3,4,2,3
service_57_4,4,2,3
service_57_5,4,2,3
