11
service_0,103,1,2
service_1,184,4,2
service_2,127,1,1
service_3,28,3,2
service_4,297,2,30
service_5,145,1,2
service_6,11950,1,1
service_7,266,1,1
service_8,146,1,7
service_9,15,5,1
service_10,1168,11,20
service_11,387,1,1
service_12,12948,1,2
service_13,2703,6,10
service_14,527,1,1
service_15,18,17,1
service_16,1134,2,12
service_17,260,4,4
service_18,2224,48,61
service_19,1259,1,14
service_20,5,3,2
service_21,6,2,1
service_22,500,8,1
service_23,500,8,1
service_24,91,4,1
service_25,42,2,4
service_26,1234,1,2
service_27,20,3,4
service_28,43,3,1
service_29,1537,5,6
service_30,579,2,18
service_31,40,5,1
service_32,2219,5,11
service_33,31,2,1
service_34,1900,2,2
service_35,1219,3,13
service_36,767,3,18
service_37,148,16,1
service_38,517,1,1
service_39,55,3,1
service_40,103,1,2
service_41,2767,9,12
service_42,500,8,1
service_43,344,1,1
service_44,2662,10,4
service_45,5,1,1
service_46,35,1,6
service_47,12835,2,1
service_48,251,1,3
service_49,7,1,3
service_50,14,4,2
service_51,564,3,5
service_52,235,4,5
service_53,1617,1,2
service_54,5344,15,3
service_55,2,1,1
service_56,849,34,37
service_57,155,3,2
service_58,166,2,2
service_59,7926,3,1
service_60,18,1,2
service_61,529,12,18
service_62,131,2,1
service_63,343,1,13
service_64,75,2,2
service_65,3,1,2
service_66,2045,3,24
service_67,27,12,1
service_68,28,1,2
service_69,66,6,1
service_70,49,1,3
service_71,108,1,1
service_72,54,2,1
service_73,338,26,3
service_74,375,2,1
service_75,168,3,1
service_76,55,1,1
service_77,151,1,2
service_78,379,20,31
service_79,203,8,1
service_80,102,1,4
service_81,8010,3,2
service_82,1606,10,23
service_83,170,4,1
service_84,149,8,24
service_85,236,1,1
service_86,81,1,1
service_87,223,16,2
service_88,500,6,1
service_89,13,6,2
service_90,327,1,1
service_91,5014,6,2
service_92,7008,39,19
service_93,101,1,4
service_94,41,1,1
service_95,22,4,4
service_96,97,3,4
service_97,2,1,2
service_98,39,2,1
service_99,1536,1,1
service_100,500,6,1
service_101,15,1,5
service_102,531,1,2
service_103,7289,2,5
service_104,915,2,2
service_105,30,2,7
service_106,1781,4,1
service_107,10,4,1
service_108,500,6,1
service_109,229,24,1
service_110,3565,10,5
service_111,1582,2,1
service_112,85,17,1
service_113,15,1,1
